data,label
"Transfer Out ABC Good afternoon, I was hoping to get an update on this transfer and confirm that you have all of the relevant paperwork to proceed. Transfer Out ABC Good afternoon, I wanted to make you aware that we have posted the paperwork in order to facilitate the transfer of ABC TEST Pension to DEF Invest. The reference is TST12345678. In the meantime, I have attached copies of these documents for your reference. The password is the client’s Date of Birth in this format dd/mm/yyyy: I have also attached our HMRC information and other accompanying documents that confirm the registration of our pension scheme. The client is now an active holder of an insured personal pension plan with us. If you need anything else at this stage, please let me know.",Transfers
"Transfer Request XYZZ 100 Your Ref: TST12345678 TEST: Confidential Good Afternoon, Please find attached our Transfer request, as our mutual client wishes to transfer their funds to TEST for an Annuity. Please let us know if anything further is required. Many",Transfers
"Transfer Value Hi, I am trying to obtain the Transfer Value of my pension and am unable to obtain one online. Please can you advise as I have recently been made redundant from TEST Motor Company and require one to assess my pension options going forward.",Transfers
"Transfer value quote request Hi, Can you advise when you expect to be able to respond to my questions in my email of 14 October.",Transfers
": ABC XYZ Test Pension Fund (Our ref: 12345) Hi, Apologies for chasing, but our client is very keen for us to acquire this information. Please can you provide an update on the progress of this information request and an estimated date we can expect a response with the information. : ABC XYZ Test Pension Fund (Our ref: 12345) Hi, Please can you provide an update on the progress of this information request and an estimated date we can expect a response with the information. : ABC XYZ Test Pension Fund (Our ref: 12345) Please quote our client case number 12345 on all your replies Hi Please find attached pension information/projections letter, together with our client’s signed letter of authority (LOA). Please provide us with the requested information as soon as possible by SECURE EMAIL IF POSSIBLE. Transfer/Discharge requirements: · Please enclose your discharge/transfer/encashment form · Please confirm what form of ID is required from our mutual client · Please confirm if your funds can be paid directly to Fin Corp Ltd. for the client’s benefit · Please confirm if the discharge/encashment/transfer of this plan is supported under the Fin Corp Options Pension Transfer Service. Please Email: fin.corp@testmail.com <mailto:fin.corp@testmail.com Tel: +91 012345678",Transfers
"Urgent Confirmation Required Payment Received 20 November 2020 Dear Sirs, PENSION INFORMATION REQUEST / TRANSFER VALUE CONFIRMATION Client Name: ABC XYZ Your reference: ZZ123123Z Our Reference: aa11aa11aa11aa11 Following request for pension transfer on behalf of the abovenamed client, we can now confirm receipt of the transfer value of £1000 on the 17th November 2020 Our records show we are still not in receipt of the final transfer confirmation schedule from your scheme. As mentioned in our previous correspondence to you, we are unable to accept and correctly apply funds transferred without relevant pension information from your scheme. Kindly provide the following information as a matter of urgency: 1. Confirmation of the total transfer value, including a split between uncrystallised and crystallised funds 2. Where funds are crystallised details of the following items for each crystallised pot where applicable 2.1. Fund value 2.2. Capped or Flexible Drawdown Status 2.3. Date of BCEs including amount of PCLS paid, amount crystallised and percentage LTA used at each BCE 2.4. Maximum income entitlement and whether this amount is calculated on 100%; 120% or 150% of the basis amount? 2.5. Date of last formal review and date of next formal review 2.6. Amount of Income taken in current pension year 3. Details of any of the following items 3.1. Any form of LTA or Lump Sum Protection 3.2. Pension Credit Rights 3.3. Death Benefit Entitlement 3.4. Pension Sharing / Ear Marking / Other Court Orders 4. Where applicable – whether the scheme contains AVCs/FSAVCs, Scheme commutation factor and GMP equalisation information. 5. Any additional information that would assist us apply funds correctly under our scheme. Please note that we are only able to hold on to the transfer value received for awhile and would process return of funds to your scheme if we are not in receipt of the above information in a few weeks. We can accept the information via email in the first instance and the original copy by post: We look forward to receiving the information requested as soon as possible. If there are any points of clarification you require in respect of the request, please do not hesitate to contact us. Yours faithfully Test Pension Confirmations Team Tel: +91 012345678",Transfers
"Urgent Information Request Our ID: 123456 Good Morning, Client Name – ABC XYZ Client national insurance number – ZZ123123Z We recently requested a CETV pack for the above client, please can you confirm receipt of our request and confirm when the CETV pack will be issued. If it has already been issued please can you provide a copy by email to",Transfers
": LMN TEST AVC ABCD (Our ref: TST12345678) Please can someone give us an urgent update on the attached LOA and information request. The client is looking for an update, so would appreciate a current timescale, just so as we can manage the client's expectations. many thanks, Please quote our client case number on all your replies TST12345678 TEST ADMIN : LMN TEST AVC ABCD (Our ref: TST12345678) Please quote our client case number TST12345678on all your replies Hi Please find attached pension information/projections letter, together with our client’s signed letter of authority (LOA). Please provide us with the requested information as soon as possible by SECURE EMAIL IF POSSIBLE. Transfer/Discharge requirements: Please enclose your discharge/transfer/encashment form Please confirm what form of ID is required from our mutual client Please confirm if your funds can be paid directly to XYZ Management for the client’s benefit Please confirm if the discharge/encashment/transfer of this plan is supported under the TEST Options Pension Transfer Service. Please Email: test.admin@pensions.com Tel: +91 012345678",Transfers
"DEFG ZZ123123Z 01/01/1400 Good morning, I’m concerned that I am yet to have a response to my below request. Please provide the answers to our queries urgently and by email if possible. DEFG ZZ123123Z 01/01/1400 Good afternoon Please find attached a letter of authority duly signed by our mutual client which should enable you to release information for this policy. Therefore, please kindly provide me with the following information in writing; Dates & Salary Date of Joining and Leaving the Scheme Member’s Final Pensionable Salary Has the GMP been equalised Are partial transfers allowed i.e. can the GMP remain and post 97 rights be transferred Funding statement (if relevant) is late retirement allowed, if so to what age and late retirement factors please. Pension Benefits – At Date of Leaving Scheme GMP Benefits; showing any Pre/Post ’88 splits. The rates of revaluation in deferment and escalation in payment Excess benefits; showing any Pre/Post ‘85 or ’97 splits. The rates of revaluation in deferment and escalation in payment List of any discretionary increases applied to pension either in deferment/payment during last 5yrs Breakdown of any transferredin benefits; are the benefits treated the same as the main scheme benefits, if not, please highlight any differences. Is there a fixed pension at NRA of service credit if No GMP contained? Does the member have any AVCs? If so how what is the current value? Do they have to be transferred with the main scheme benefits? What funds are they invested in? Can the member switch into different funds? Early Retirement Is early retirement allowed, if so, from which age What actuarial reduction factors are currently applied to members' pensions in the event of early retirement. If a table of factors is not available, please provide the percentage reduction applicable for each year early and whether this is compound or simple reduction. Would the member's benefits be revalued to the date of actual or normal retirement upon early retirement? If revalued to normal retirement, at what assumed rate are benefits projected to normal retirement. Benefit payable now on a full pension basis and maximum pension commencement lump sum with reduced pension basis. Tax Free Cash Member's TFC at date of leaving, would this amount revalue, if so, at what rate Does the scheme pay HMRC post ADay maximum cash? Amount of pre ADay IR maximum cash at 5/4/2006 if protected What are the scheme's current TFC commutation factors from NRA to age 55? Death Benefits Does the scheme pay a death before retirement lump sum, if so, what and how much? What pension would the member's spouse receive upon death before and after retirement What death after retirement guarantee does the scheme apply? Contracting Out Was the scheme contracted out Pre/Post 06/04/1997 If yes for Post ’97, on what basis; Reference Scheme / Protected Rights Underpin/ Mixed Benefit Transfer Value Total transfer value (CETV); showing any splits of GMP/Protected Rights Pre/Post 06/04/1997 Calculation and guarantee dates, also amount of member contributions included in the TV Scheme Information Scheme’s Normal Retirement Age Is the scheme open to all employees or are there restrictions, if so, what are they? What is the scheme’s current funding position, would deferred members’ benefits be affected in any way, if so, how? Is the scheme a member of the Transfer Club? Will the scheme allow a partial transfer of benefits? If yes please outline any restrictions that would be applied and / or provide details of the basis on which a Partial transfer would be allowed. If no please confirm. If there is more than one type/ section/ version of scheme membership, which one applies to the member Is the plan subject to an earmarking or attachment order? What date was the scheme equalised and the earliest age benefits can be taken unreduced If the transfer were to proceed would the scheme be insistent that all forms must be returned within the guarantee period, or could some discretion be used at that time Please forward copies of any Warranty/Discharge forms that would need to be completed if the client decided to transfer their benefits Thank you for your assistance in this matter.",Transfers
"TST12345678 DEFG Good Morning, I appreciate that you are very busy at present. I have been trying the phone lines and just keep getting automated messages saying my call cannot be taken. We have submitted transfer out paperwork for DEFG TST12345678, ZZ123123Z, 01/01/1400, AA12 123. The documents were signed for in your offices on 18/11/2020 and the guarantee date for the CETV is 30/11/2020. I just please need confirmation that the CETV is secured by the confirmation that the paperwork reached your offices well in advance of the guarantee date, despite your current workloads. If you are able to advise of your current turnaround times, then this would also be appreciated.",Transfers
"ABC XYZ your ref TST12345678 our ref TVAUT123456 Good morning, Please find attached completed transfer paperwork for the above member looking to transfer to Fin Corp. You will need to use the clients NI Number in uppercase to view these documents. If anything further is required please let me know.",Transfers
"Our Reference 12346 Good afternoon, I am writing today with regard to the transfer of the above policy to the Test SIPP. I would be grateful if you could provide us with an update on this transfer; for your convenience, I attach a copy of the Letter of Authority. The password will follow separately.",Transfers
"WXYZ Pension Scheme Hello, Scheme number: TST12345678 ABC 10 Test Road, Test Street, AA12 123 DOB: 01/01/1400 NI: ZZ123123Z WXYZ Pension Scheme Dear ABC WXYZ Pension Scheme Thank you for your email regarding the WXYZ Pension Scheme. I can confirm that I have forwarded your query to the administration team; once a response has been received we will be in touch accordingly. Should you have any further queries please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday, on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com WXYZ Pension Scheme Good afternoon WXYZ Pension Scheme Dear ABC WXYZ Pension Scheme Thank you for your email regarding the WXYZ Pension Scheme. I can confirm that I have logged your request to our administration team to update your address. A written response will be issued to your home address within 10 15 working days. Also, I can confirm from the scheme rules that earliest we can issue retirement projection is from the age of 55. However I have logged a request for update of benefits instead. Once your address details are updated we will proceed with your pension query. Should you have any further queries please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday, on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com WXYZ Pension Scheme Good morning My current full address is Other info is Name: DOB: NI Number: Other addresses are . WXYZ Pension Scheme Dear TEST PENSIONS WXYZ Pension Scheme Thank you for your email regarding the WXYZ Pension Scheme. To enable us to answer your enquiry, please could you provide previosu your full address for data verification purposes? Should you have any further queries please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday, on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com Pension update Good afternoon, Are you able to give me an update please on the situation with my pension and when you think there will be a resolution? I am looking to take the amount I have as a cash lump sum.",Transfers
XYZ TST12345678 Good afternoon Thank you for your letter dated 29th October 2020. Please find attached a revised letter of authority and request for information for your attention. I look forward to hearing from you in due course.,Transfers
"Your transfer value request Hi there I tried on the website to the get “Cash equivalent value” of my pension for a prenup I’m doing. But – as you see below – it won’t work. Can you provide this? ABC 012345 Your transfer value request Unfortunately test account was not able to retrieve a transfer value for your DEFG Pension Fund Defined Benefit Pension Scheme at this time. There are a number of reasons why the calculation you have requested could not be retrieved automatically, for example: You are a member of the LMN Scheme You have a transfer in You have had a pension sharing or earmarking order You are within one year of retirement If you have any questions please call the TEST Pensions Team on +91 012345678 or email us at test.pensions@pensions.com About the links in this email In order to protect you from potential security threats, TEST ACCOUNT sends links in emails as plain text. Your email client may turn this into a hyperlink for you. However, if you are unsure, simply copy and paste it into your browser.",Transfers
"Your transfer value request Would it be possible to call me,I’ve just spent 30 minutes waiting on your contact number ? +91 012345678 On 18 Nov 2020, at 3:30 pm, test.pensions@pensions.com<mailto:test.pensions@pensions.com wrote: ﻿ Unfortunately TEST ACCOUNT was not able to retrieve a transfer value for your TEST Pension Scheme at this time. Due to the complex nature of your Pension benefits we are unable to provide a pension quotation via TEST ACCOUNT self service. If you have any questions regarding the document, or your TEST Pension, just call the TEST PENSIONS team on +91 012345678 or email us at test.pensions@pensions.com",Transfers
ZZ123123Z Hello again I write to advise you that I wish to transfer out of the Test Pension Fund and I have been told that the company I have chosen Test Pension Fund have already contacted you to advise of this. Please confirm to me that you have received this from them and that this will be allowed to progress based on your transfer value that expires on 1st January 1400,Transfers
"ZZ123123Z Dear Sir/Madam, As the member is now deferred, can you please provide us with an update on when we should receive the transfer information with the guaranteed transfer value? Any queries please do not hesitate to contact me.",Transfers
"Hello, Can I ask for Final Guaranteed Transfer Value please.",Transfers
"Letter of Authority ABC Good Morning, As this member has now opted out we would like to request a transfer pack ASAP. Please do let me know if there are issues ASAP. Letter of Authority ABC Dear Sir or Madam Can you please provide me with the following information about the above policy. Please find attached a letter of authority from the client to enable you to release this information. (This can be emailed to test.ifa@fincorp.com). Therefore, please kindly provide me with the following information in writing; Dates, Salary & General Information Date of Joining and Leaving the Scheme Member’s Final Pensionable Salary Is there a pension sharing order or pension earmarking order connected to this plan? Please provide the details of any cap which may apply for high earners. Marital status of this member The commutation factor used for an LTA tax charge Scheme accrual rate Pension Benefits – At Date of Leaving Scheme GMP Benefits; showing any Pre/Post ’88 splits. The rates of revaluation in deferment and escalation in payment Excess benefits; showing any Pre/Post ‘85 or ’97 splits. The rates of revaluation in deferment and escalation in payment List of any discretionary increases applied to pension either in deferment/payment during last 5yrs Breakdown of any transferredin benefits; are the benefits treated the same as the main scheme benefits, if not, please highlight any differences. Is there a fixed pension at NRA of service credit if No GMP contained? Does the member have any AVCs? If so how what is the current value? Do they have to be transferred with the main scheme benefits? What funds are they invested in? Can the member switch into different funds? Where a scheme is still Active Is there an AVC scheme available? – if so, please provide details of the Provider, fund choices and charges Current value of any AVC the member holds Can the member purchase added years? Can the member transfer in from external pensions? Can the AVC scheme be used to fund TFC at retirement? Accrual Rate? Commutation Factor for TFC? Scheme retirement age? Early Retirement Is early retirement allowed, if so, from which age What actuarial reduction factors are currently applied to members' pensions in the event of early retirement. If a table of factors is not available, please provide the percentage reduction applicable for each year early and whether this is compound or simple reduction. Would the member's benefits be revalued to the date of actual or normal retirement upon early retirement? If revalued to normal retirement, at what assumed rate are benefits projected to normal retirement. Benefit payable now on a full pension basis and maximum pension commencement lump sum with reduced pension basis. Tax Free Cash Member's TFC at date of leaving, would this amount revalue, if so, at what rate Does the scheme pay HMRC post ADay maximum cash? Amount of pre ADay IR maximum cash at 5/4/2006 if protected What are the scheme's current TFC commutation factors from NRA to age 55? Can the TFC be paid from any attached AVC? Death Benefits Does the scheme pay a death before retirement lump sum, if so, what and how much? What pension would the member's spouse receive upon death before and after retirement What death after retirement guarantee does the scheme apply? Definition of pension payable on death – Spouse or Dependent? Late Retirement Please provide Late Retirement Factors which are applicable if the member should choose to retire beyond the scheme NRA. Contracting Out Was the scheme contracted out Pre/Post 06/04/1997 If yes for Post ’97, on what basis; Reference Scheme / Protected Rights Underpin/ Mixed Benefit Transfer Value Total transfer value (CETV); showing any splits of GMP/Protected Rights Pre/Post 06/04/1997 Calculation and guarantee dates, also amount of member contributions included in the TV Scheme Information Scheme’s Normal Retirement Age Is the scheme open to all employees or are there restrictions, if so, what are they? What is the scheme’s current funding position, would deferred members’ benefits be affected in any way, if so, how? Is the scheme a member of the Transfer Club? Will the scheme allow a partial transfer of benefits? If yes please outline any restrictions that would be applied and / or provide details of the basis on which a Partial transfer would be allowed. If no please confirm. If there is more than one type/ section/ version of scheme membership, which one applies to the member What date was the scheme equalised and the earliest age benefits can be taken unreduced If the transfer were to proceed would the scheme be insistent that all forms must be returned within the guarantee period, or could some discretion be used at that time Please forward copies of any Warranty/Discharge forms that would need to be completed if the client decided to transfer their benefits Thank you for your assistance in this matter. Yours faithfully DEF",Transfers
"LMN Pension Fund DEF Good Afternoon, Could you please provide me with an update on the progress of the transfer pack that was requested from you? LMN Pension Fund DEF Good Afternoon, Could you please provide me with an update on the progress of the transfer pack that was requested from you? LMN Pension Fund DEF Dear ABC Test Pension Scheme Thank you for your email regarding the LMN Pension Fund. I have checked the records and I can confirm that we have issued a correspondence to you on 26th October 2020 stating below: Please be advised that the transfer value of the member has been referred to the Scheme Actuary for review. As a result we are unable to provide a transfer value quotation until we have received confirmation to issue. As soon as we have this confirmation the transfer value quotation will be sent to you. I can confirm I have forwarded your email to our administration department in relation to your other queries and they will be in contact shortly. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com<mailto:test.pensions@pensions.com LMN Pension Fund DEF 20/10/2020 DEF Dear Sir / Madam Request for Information We are acting on behalf of the above client who is considering transferring their benefits from the Test Pension Scheme. Please find attached a letter of authority to allow you to release information to us on the benefits that our client holds in the scheme. Please can you provide the following information at your earliest convenience: I require UK transfer documents BASIC DETAILS Date of Joining Scheme Date of Leaving Scheme Accrual rate Final Pensionable Salary Please provide a Cash Equivalent Transfer Value (CETV) CETV Expiry Date Has the CETV been reduced or enhanced? Normal Retirement Date (NRD) of the scheme Does the scheme permit partial transfers? If so, on what basis? Were any member’s contributions paid? If so, please specify the amount Please provide a copy of the latest Scheme Booklet or website link BREAKDOWN OF BENEFITS Benefits at date of leaving (including a breakdown between pre88 GMP, post88 GMP, pre97 excess, post97 excess, post05 excess and post09 excess) Does GMP Franking apply? (If so, on what basis?) Revaluation rate of each of the above tranches (in deferment) Escalation rate of each of the above tranches (in payment) Is a lump sum payable in addition to the scheme pension? Does the scheme provide a bridging pension or state pension deduction? (If so, provide details) Does the scheme provide an illhealth pension? If so, please give details. DEATH BENEFITS Lump sum death benefits (in deferment) Lump sum death benefits (in payment) Are any member’s contributions returned on death before retirement? If so, is interest added? If yes, at what rate? Guarantee Period of pension in payment Spouse’s pension (death in deferment) Spouse’s pension (death in retirement) Is the spouse’s pension calculation based on the precommutation figure? Is the Spouse’s pension reduced where there is an age difference? (If so, provide details) If there is no legal spouse, will the scheme pay the Spouse’s pension to a partner or dependent? Is there a children’s pension? (If so, provide details) PENSION COMMENCEMENT LUMP SUM Does the scheme provide a Pension Commencement Lump Sum (PCLS)? If PCLS is an option, what are the commutation factors between age 55 and age 75? SCHEME FUNDING Please provide the latest Scheme Funding Summary EARLY AND LATE RETIREMENT What is the earliest age the member can retire? What is the earliest age the member can retire, with unreduced benefits? What are the early retirement factors between age 55 and NRD? Can the member take late retirement? What are the late retirement factors between NRD and 75? Where early or late retirement is taken, are the benefits revalued to the normal retirement date or the early/late retirement date, before the factor is applied? As our client has already reached Normal Retirement Date under the scheme please also provide the following: Immediate Retirement Quote Given the time sensitive nature of the request, we would greatly appreciate all requested information be sent via email to test.pensions@pensions.com<mailto:test.pensions@pensions.com We thank you for your assistance with this matter.",Transfers
"LOA Transfer Value Request Dear Test Pensions, Please see attached letter of authority. Please can you provide the requested information including a transfer value and a transfer pack for a SIPP. Please advise timescale for receiving this information.",Transfers
"LOA Request QRST TST12345678 Dear Sir/Madam, Member Name – QRST Member Reference – TST12345678 Scheme Name – TEST Pension Scheme The above named has advised us that they wish to consider the possibility of a pension transfer. Please therefore find an electronic copy of the member’s letter of authority attached, which has been password protected using the member’s National Insurance Number in the following format: 0000000000. We are in receipt of the CETV Statement dated 26/10/2020. Following the issue of the Defined Benefit Transfers: ABC on 8th July 2019 by The TEST has the scheme adopted the TEST Member Quote and Scheme Templates? If so, and the member’s enquiry can be processed as a ‘TEST standard case’, we are able to receive information in this format. Please provide the appropriate link for the TEST Scheme template for this member. If not, in order to advise the member, we would be grateful if you could provide the following documents: A retirement quote for aged 55 The member booklet applicable for their period of membership The latest report and accounts for the scheme (showing the most recent funding position, along with details of any recovery plan, should the scheme be underfunded on an ongoing basis) We also require the following information, if it is not obtainable from the benefit illustrations, Scheme literature or member guides that you may be providing: Transfer Value 1. In response to the COVID19 pandemic, The Pensions Regulator are permitting schemes to apply a 3 month freeze on transfer activity. Have the Scheme Trustees already suspended, or are they planning to suspend, CETV quotations and/or CETV payments? 2. We note that the CETV is guaranteed until 26/01/2020 but are aware that transfer values are variable to reflect fixed interest yields and actuarial assumptions. Please advise whether any changes have been made to the CETV calculation, or if any are due to be implemented, that may be more favourable to the member since the original CETV was issued? 3. Has the transfer value been reduced to reflect any funding issues? Alternatively, has the transfer value been enhanced? 4. Is it possible to take a partial transfer of DB Pension benefits, and if so in what circumstances? Early Retirement 5. Is early retirement allowed, if so from what age? 6. What actuarial reduction factors would be applied to the member’s pension in the event of early retirement at age 55? 7. Upon early retirement, would the member’s benefits be revalued to the date of actual retirement or normal retirement age? If benefits are revalued to NRA, what assumption is made regarding future increases? 8. In the event of the member having to retire early due to ill health, are the benefits enhanced e.g. paid without the application of an early retirement factor? Please confirm the Trustee’s definition of ‘ill health’ in this regard. 9. Please confirm the Trustee’s approach to Serious ill health commutation lump sums (SIHC) – including how the sum would be calculated, and on what grounds it would be paid. Would taking a SIHC sum also extinguish the spouse’s benefits within the scheme? Early Retirement Quotation Request 10. As the member has expressed an interest in taking benefits at 55, please provide a retirement illustration, showing both the Full Pension available, along with any Tax Free Cash and Residual Pension options offered. 11. Does the scheme offer PIE (Pension Increase Exchange), or any other options to change the amount of initial pension and/or dependant’s pension? 12. Please advise if there is a temporary pension included within the pension and if so, how much this is and when it will fall away i.e. the member’s actual State Pension Age of 67 or at original SPA of age. 13. Please advise if there is a State Pension Deduction included within the pension and if so; a. The value of the State Pension Deduction (SPD) at date of leaving b. At what age the SPD applies c. The rate of revaluation that applies to the SPD between date of leaving and date of application (if applicable). d. Whether escalation on the pension in payment following the application of the SPD is based upon the pension before or after the SPD is applied. Client Specific – please confirm the following: 14. The member’s Final Pensionable Pay Scheme Information 15. Does any part of this member’s pension/service have a different normal retirement age? a. If so, please confirm the affected period of service, and why a different NRA applies (e.g. as a result of equalisation/transfer) b. The effect this has on the total benefits payable (e.g. early or late retirement factors would apply if the pension is taken at outside of those ages) 16. Is the scheme open to all employees or are there restrictions, if so, what are they? 17. What was the member’s accrual rate? 18. The Excess Pension Revaluation basis; e.g. years and months rounded down 19. Pensionable Service basis; e.g. whole years, whole years and months 20. RPI Index month 21. Does the scheme operate a Money Purchase Underpin for this member? If so, please confirm the most recent value. Pension Benefits – at the date of leaving the scheme 22. Excess benefits; showing any relevant splits (such as post 97/09/Care). Please confirm the rates of revaluation in deferment and escalation in payment for each section of benefits. 23. Please confirm the date the excess pension is revalued in deferment e.g. anniversary of date of leaving or a specific date in the year? 24. Statutory increases to occupational pensions are now in line with CPI instead of RPI. Please confirm whether the scheme intends to change to CPI in the future for revaluation in deferment and/or escalation in payment. 25. Please list any discretionary increase applied to the pension either in deferment/payment during the last 5 years and has potential future discretionary increases been taken into consideration in the calculation of the CETV? 26. Please provide a breakdown of any transferredin benefits. a. If present, are these benefits treated the same as the main benefits? If not, please highlight any differences. b. Is there a fixed pension payable at NRA as a result of the transferred in benefit? c. Please provide details of any transferredin GMP. Tax Free Cash (TFC) 27. Does the scheme pay HMRC post A Day maximum cash? 28. If the HMRC maximum formula is not used, how is the Member’s TFC calculated? 29. What is the scheme’s current TFC commutation factors? 30. Is the TFC taken on a pro rata basis across all elements of pension or from specific slices of pensionable service? 31. If the member takes tax free cash, is the pension increase in payment per annum applied based on pre or post commutation pension? 32. Does the member have protected Scheme Specific Tax Free Cash that would be lost on individual transfer? If so, please advise amount at 5/4/2006 or if this client has bulk transfer protection for tax free cash? Death Benefits 33. Does the scheme pay a lump sum on death benefit before retirement? If so, what and how much? If a return of member contributions sum is paid, what is the interest applied to the figure? 34. What pension would the member’s spouse and/or dependants receive upon death before and after retirement? Pension Flexibilities 35. Please advise if any changes to the scheme are being considered which could impact on the member? For example following the introduction of pension freedoms in 2015 will the scheme be offering: FlexiAccess Drawdown, (for the member on retirement or beneficiaries on the member’s death), Uncrystallised Fund Pension Lump Sum, (either on a full withdrawal or partial withdrawal basis), or Partial crystallisations? If so please provide details. Additional Voluntary Contributions (AVCs)/Associated Defined Contribution (DC) Schemes 36. Please provide details and options of any other associated scheme benefits the member may have and a valuation of these. We would be grateful if this information could be emailed to us at test.ifa@fincorp.com or alternatively sent to the postal address above, clearly marked for the attention of TEST IFA, 10 Test Road, Test Street, AA12 123 We look forward to hearing from you, but should you have any queries in the meantime, please do not hesitate to contact us on the details above. Yours faithfully TEST IFA",Transfers
"ABC Ref TST12345678 Dear Test Pensions, I hope this email finds you well. Further to your email to DEF at InvestAcc, I understand you have requested a copy of our financial advice declaration addressed to the member. I can confirm the declaration was sent to ABC along with our original advice but now attach a copy in a letter format addressed to the member. I have copied in ABC on this email so you can verify this letter has been provided. Please can you now advise on timescales as to when we can expect the transfer to complete?",Transfers
"ABCD TEST Pension Scheme for Senior Staff Case Ref:TST12345678 Hi TEST PENSIONS Thank you for the below email. We have been waiting for a long time and tend to have these issues with the Ford scheme a lot when requesting information for different clients on top of having to sit on hold for over 30 minutes every time we call and keep getting told different things. You mentioned below the CETV pack has been sent out via email earlier today? Can you please confirm as I have not received this on my email? ABCD TEST Pension Scheme for Senior Staff Case Ref:TST12345678 Dear ABCD Further to your telephone call on 12 November 2020 and subsequent calls on 17 and 18 November 2020, please accept my sincere apologies for the delay in providing the revised transfer value for ABCD. We do pride ourselves on the quality of service that we deliver to our Corporate Clients, Trustees and most importantly, individual members. We receive relatively few complaints and do take any very seriously. We are sorry about your dissatisfaction you have had to wait so long for the information you requested. I can advise that an email has been issued earlier today providing the transfer information. On behalf of myself and the team at TEST, we would like to extend our apologies for any inconvenience caused and trust that you will be reassured that we do seek to minimise the number of occasions on which matters such as this arise. Should you have any further queries or cause for concern, please do not hesitate to contact us on the number quoted below. Your sincerely TEST PENSIONS",Transfers
"Our Reference 123456 Good afternoon I write with regards to the transfer of the above members plan to the Test IFA. Before this transfer can take place we require further information regarding the members plan held with yourselves, in order to complete our due diligence checks. As such I would be grateful if you could confirm the following as appropriate: Is the plan a Defined Contribution / Money Purchase scheme? If so, is there a link to a Defined benefit plan, can this fund the main scheme tax free cash? Is there a Defined benefit underpin? If so what would be the value? Does the plan have any potential guarantees (i.e. GMP, 92B/Reference Scheme Test Benefits)? If so, what is the value of these? Do you require a wet signature on the forms, or can you accept copies? We would also be grateful if you could confirm to what extent the above answers apply to all members of this scheme who may wish to transfer. Providing this information will ensure we are able to minimise the contact we generate with you and do not contact you unnecessarily with future queries. Finally, if you could provide the optimal contact details for contact via post, email and telephone, this will ensure work is not duplicated needlessly as it was not originally provided to the most appropriate place. Please note, for your convenience, I have attached a copy of the client’s signed authority; the original has been sent to you in the post. The password for the attached will follow separately.",Transfers
"Pension transfer out Good afternoon, ABC XYZ 10 Test Road, Test Street, AA12 123 DoB 01/01/1400 ZZ123123Z TST12345678 I am planning to transfer my pension out of the scheme, I have been informed that I need to inform you. How do I do this? ABC Pension Good afternoon, I am planning to transfer my pension out of the scheme, I have been informed that I need to inform you. How do I do this? ABC",Transfers
"Pension transfer If I wanted a guaranteed transfer value, how long would it take, how long would it be valid for and what is the cost after the initial free quote?",Transfers
"Transfer value Good afternoon, I am unable to see my transfer value on the website. I phoned over a month ago and was told that this would be looked into, and that I would also receive my transfer value by post. I have not received this yet. Please look into this matter for me.",Transfers
"TEST Pension Fund our ref: TST12345678 Good morning, Thank you for your email. Please find attached the client’s letter of authority with the requested information, the document is password protected, password to follow in separate email. If you have any queries please don’t hesitate to contact us. Ford Pension Fund Dear TEST IFA TEST Pension Fund Thank you for your email regarding the TEST Pension Fund. To enable us to answer your enquiry, please could you provide the member's full address, date of birth and National Insurance number for data verification purposes? If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com TST12345678//0123456789 Good afternoon, Please can you provide an update on our mutual clients pension transfer.",Transfers
"Request for Pension Details – ABC Ref: TST12345678 Hi Team, Please see below query and reply accordingly. Thank You Test Pensions Request for Pension Details – ABC Ref: TST12345678 To whom this may concern, Please find attached a Letter of Authority for client ABC in relation to their policies/plans held with you. I have attached a standard schedule setting out the information we require in connection with any policies held by the client with yourselves along with a full information questionnaire if you so wish to use. If you could please fully answer all questions and return the schedule by email or post as soon as possible it would be very much appreciated. If there are any additional features of the scheme that are relevant to any decision that might be made by our client to exercise any options under the scheme, which are not covered in this schedule, please ensure that the relevant information is provided. We would like to draw your attention to the fact that, where the member is entitled to draw immediate retirement benefits, we have asked you to provide a quotation for this in addition to the transfer data. Please also provide all relevant discharge, transfer and Open Market Option documents for any options involving immediate retirement or transfer. If you anticipate that there will be a significant delay in providing all or any of the information requested, please contact us immediately to indicate when the details will be supplied.",Transfers
